rank,id,score,path,text
233,68ac6300c84056a81bf8fce8_16,0.260723,formatted,pruebas exitosas en simetrik con génova validaciones contables wip con esta confirmación podemos comenzar rollout
234,68a329cacc933d0836257057_8,0.260306,formatted,continuar con anto con el cálculo contribución prosa
235,67a0c2973d58681093abbc1c_18,0.259659,formatted,all revision de porotos con cp de mlc y mlm para la carga de q225
236,67bc72c7e2405306bd90772c_9,0.259453,formatted,notificación visa transacciones con marcaciones incorrectas wallet payfac
237,6899edc48dfca8846103ea87_6,0.259312,formatted,win: logramos salir en producción evitando la recertificación
238,67b337f965d8f9c7ea516a38_12,0.259291,formatted,banco pagador rollout de banco patagonia como banco pagador
239,67bc72c7e2405306bd90772c_14,0.259117,formatted,banco pagador rollout de banco patagonia como banco pagador
240,67b337f965d8f9c7ea516a38_13,0.258598,formatted,continuar con selección de sellers activos para seleccionar 20k repetición de pruebas tras fallas en act
241,68ac6300c84056a81bf8fce8_11,0.258059,formatted,reproceso para incorporación de nuevos datos
242,67785cff5ee9016270263e78_11,0.258036,formatted,[mlm] apertura cuenta internaciona ok de master fecha de inicio 141
243,679786fa4ec4c33d2da98e03_22,0.257677,formatted,nfc wallet mla con tarjetas de terceros. envío mail a visa y master confirmando inicio proyecto.
244,67c84d6e7663bec81a45e701_19,0.257423,formatted,estimación del esfuerzo técnico para continuar con ad
245,68a329cacc933d0836257057_22,0.255751,formatted,pruebas en stg de génova y alineación pruebas con equipo mp
246,68a329cacc933d0836257057_9,0.255331,formatted,incorporar definición de métricas y testeos
247,679786fa4ec4c33d2da98e03_8,0.254267,formatted,loterías caixa: registro de emisores que levantaron el bloqueo del mcc 9406
248,68a329cacc933d0836257057_15,0.253710,formatted,pruebas para tap  exitosas sync con conci para encender eom
249,68a329cacc933d0836257057_18,0.250900,formatted,actualizaciones y base de documentos sobre onus en las regulaciones de visa
250,67f3d091a4cabcc4fe0d11b8_2,0.250086,formatted,finalizar certificación agre dms
251,679786fa4ec4c33d2da98e03_19,0.249631,formatted,seguimiento visa y master - 3ds visa servidor (back con visa para resposta)
252,67c84d6e7663bec81a45e701_9,0.248926,formatted,controles validación del modelo de datos de kpis de liquidación
253,6821e7c544ac3e45b79c6d08_12,0.248587,formatted,onboarding juli
254,6899edc48dfca8846103ea87_26,0.247058,formatted,win terminé 37km de trail run en la cumbrecita ayer domingo y puedo sonreir
255,67785cff5ee9016270263e78_16,0.246969,formatted,proyectos mastercard advisors
256,67bc72c7e2405306bd90772c_8,0.246017,formatted,avanzar con el hiring de pmo analista sr
257,67a0c2973d58681093abbc1c_17,0.243241,formatted,mlm master msi sync con ecoconci y gva it por nueva propuesta
258,67c84d6e7663bec81a45e701_4,0.240227,formatted,realizar pruebas e2e en ambiente test con payment génova hasta 1303
259,68a329cacc933d0836257057_4,0.238844,formatted,iniciamos la certificación integrada con elo y nuclea
260,67f3d091a4cabcc4fe0d11b8_17,0.238091,formatted,procesamos casi automáticamente el proceso de pedido de 10 tasas naturales de forma exitosa
261,68ac6300c84056a81bf8fce8_2,0.237378,formatted,iniciar pruebas f&f msi y continuar con las pruebas bin visa & ica master
262,67a0c2973d58681093abbc1c_14,0.235636,formatted,transporte subtes la semana pasada validamos trx con el mcc correcto vamos a configurar reglas específicas para transporte
263,68b594718a9e5ded42125d3e_6,0.234020,formatted,msi tokenización pruebas productivas exitosas
264,6899edc48dfca8846103ea87_10,0.230272,formatted,tasas naturales: continuar con anto con el cálculo contribución prosa
265,68ac6300c84056a81bf8fce8_20,0.228963,formatted,pruebas con los equipos de payments gateway genova de pagos mastercard
266,68b594718a9e5ded42125d3e_7,0.228640,formatted,msi roll out progresivo depende de alineamiento génova it cp mlm alta prioridad
267,67c84d6e7663bec81a45e701_8,0.227454,formatted,desarrollo de automatización de proceso porotaje carga masiva smpr resp que euge g
268,68a329cacc933d0836257057_21,0.224897,formatted,alineación de pruebas en producción con equipo mp y citi
269,67c84d6e7663bec81a45e701_10,0.223087,formatted,seguimiento tasas naturales validación de orígenes de datos del admin para el seguimiento
270,6821e7c544ac3e45b79c6d08_19,0.221869,formatted,rollout de 16 sellers con tns
271,67f3d091a4cabcc4fe0d11b8_12,0.217253,formatted,clearing mastercard aft cnpj envío de las transacciones que estaban detenidas debido al error en tes que cambiaba el mcc 6540 por un mcc de la lista de abecs para ese cnpj mastercard lo va a corregir de su lado y en clearing están creando una solución para modificar el tax_id en caso de rechazo
272,678e428d4626b0c172284e27_13,0.216016,formatted,[mlm] tasas naturals: 165 sellers id aprobados - pedido de instrucción de una tn done alta de cp site eta 20/1
273,68ac6300c84056a81bf8fce8_12,0.214144,formatted,sync con genova it para procesar datos pendientes nuevas pruebas de altas de tns tras fix de prosa en act check rollout tns
274,67f3d091a4cabcc4fe0d11b8_10,0.208715,formatted,confirmamos a un candidato para la posición de pmo analista sr avanzar con la oferta
275,679786fa4ec4c33d2da98e03_16,0.202625,formatted,[mlm -  prosa tasas naturales]: 1 tasa manual dada de alta - aun sin tx aprobadas
276,67bc72c7e2405306bd90772c_15,0.199369,formatted,mlm prosa tasas naturales continuar con selección de sellers activos para seleccionar 10k repetición de pruebas tras fallas en act armado de flujo endtoend del proceso de captura de tn
277,679786fa4ec4c33d2da98e03_2,0.198441,formatted,push para lograr excepción en la certificación de industrias específicas.
278,67bc72c7e2405306bd90772c_16,0.194397,formatted,mlm master msi envío de ts a master revisión de ef wip
279,67785cff5ee9016270263e78_5,0.193068,formatted,transaction cost hub termo de compromisso
280,68ac6300c84056a81bf8fce8_4,0.192453,formatted,primer draft de roll out
281,68a329cacc933d0836257057_12,0.192240,formatted,solicitud de nuevas tns tras recuperación de data para algunos sellers check rollout tns
282,6899edc48dfca8846103ea87_17,0.192177,formatted,back up pili
283,67785cff5ee9016270263e78_3,0.191023,formatted,definir plan sobre conexión para recibir archivos sftp
284,67785cff5ee9016270263e78_1,0.182942,formatted,tenemos a euge oficialmente en el equipo
285,679786fa4ec4c33d2da98e03_20,0.174805,formatted,fido / token requestor con device binding
286,67785cff5ee9016270263e78_17,0.174630,formatted,nfc mastervisa
287,6821e7c544ac3e45b79c6d08_20,0.167969,formatted,alineacion con site y equipo de router para automatizar rollout de tns
288,67a0c2973d58681093abbc1c_20,0.167170,formatted,fido token requestor con device binding
289,67a0c2973d58681093abbc1c_16,0.162584,formatted,mlm prosa tasas naturales 40 tx aprobadas nuevas pruebas de sellers solicitadas por comerciales y cp
290,6821e7c544ac3e45b79c6d08_5,0.159888,formatted,roll out
291,679786fa4ec4c33d2da98e03_14,0.149780,formatted,win: pili is back! :)
